Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
40984,,5,Medium,172.24.100.21,tcp,136,Browsable Web Directories,Some directories on the remote web server are browsable.,"Multiple Nessus plugins identified directories on the web server
that are browsable.","Make sure that browsable directories do not leak confidential
information or give access to sensitive resources. Additionally, use
access restrictions or disable directory indexing for any that do.",http://www.nessus.org/u?0a35179e,"
The following directories are browsable :

http://p-axecrdtapp01.skyebank.net:136/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/AppConfig/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/AppConfig/08012020/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/CustomBehavior/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/CustomBehavior/AppConfig/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/CustomRendering/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/Eligibility/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/Gui_AxeConfig_Backup/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/js/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/js/tinymce/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/js/tinymce/tinymce/
http://p-axecrdtapp01.skyebank.net:136/AxeConfig/js/tinymce/tinymce/jscripts/
http://p-axecrdtapp01.skyebank.net:136/Reports/
http://p-axecrdtapp01.skyebank.net:136/Reports/Bkp_consumerloan/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/consumer/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/consumer/Archived/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/consumer/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/corporate/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/corporate/Archived/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/corporate/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/fi/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/fi/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/sme/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/sme/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/sovereign/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/sovereign/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/thirdparty/
http://p-axecrdtapp01.skyebank.net:136/Reports/Counterparty/thirdparty/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/CreditFile/
http://p-axecrdtapp01.skyebank.net:136/Reports/CreditFile/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/DynamicReport/
http://p-axecrdtapp01.skyebank.net:136/Reports/DynamicReport/BackUp/
http://p-axecrdtapp01.skyebank.net:136/Reports/DynamicReport/PortfolioComposition/
http://p-axecrdtapp01.skyebank.net:136/Reports/Mitigant/
http://p-axecrdtapp01.skyebank.net:136/Reports/Mitigant/good/
http://p-axecrdtapp01.skyebank.net:136/Reports/Mitigant/good/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Mitigant/mitigant/
http://p-axecrdtapp01.skyebank.net:136/Reports/Mitigant/mitigant/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/consumerloan/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/consumerloan/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/consumerloancontract/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/consumerloancontract/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/excess/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/excess/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/facility/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/facility/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/facility/backup/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/facilitycontract/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/facilitycontract/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/filimit/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/filimit/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/filimitcontract/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/filimitcontract/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/old_consumerloan_reports_tobedeleted/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/old_consumerloan_reports_tobedeleted/Bkp/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/old_consumerloan_reports_tobedeleted/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/smeloan/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/smeloan/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/sovereignlending/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/sovereignlending/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/sovereignlendingcontract/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/sovereignlendingcontract/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/utilization/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/utilization/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/utilizationcontract/
http://p-axecrdtapp01.skyebank.net:136/Reports/Transaction/utilizationcontract/WF/
http://p-axecrdtapp01.skyebank.net:136/Reports/WF/
http://p-axecrdtapp01.skyebank.net:136/aspnet_client/
http://p-axecrdtapp01.skyebank.net:136/aspnet_client/system_web/
http://p-axecrdtapp01.skyebank.net:136/aspnet_client/system_web/2_0_50727/
http://p-axecrdtapp01.skyebank.net:136/aspnet_client/system_web/4_0_30319/
http://p-axecrdtapp01.skyebank.net:136/reports/
http://p-axecrdtapp01.skyebank.net:136/reports/Bkp_consumerloan/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/consumer/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/consumer/Archived/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/consumer/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/corporate/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/corporate/Archived/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/corporate/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/fi/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/fi/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/sme/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/sme/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/sovereign/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/sovereign/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/thirdparty/
http://p-axecrdtapp01.skyebank.net:136/reports/Counterparty/thirdparty/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/CreditFile/
http://p-axecrdtapp01.skyebank.net:136/reports/CreditFile/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/DynamicReport/
http://p-axecrdtapp01.skyebank.net:136/reports/DynamicReport/BackUp/
http://p-axecrdtapp01.skyebank.net:136/reports/DynamicReport/PortfolioComposition/
http://p-axecrdtapp01.skyebank.net:136/reports/Mitigant/
http://p-axecrdtapp01.skyebank.net:136/reports/Mitigant/good/
http://p-axecrdtapp01.skyebank.net:136/reports/Mitigant/good/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Mitigant/mitigant/
http://p-axecrdtapp01.skyebank.net:136/reports/Mitigant/mitigant/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/consumerloan/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/consumerloan/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/consumerloancontract/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/consumerloancontract/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/excess/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/excess/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/facility/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/facility/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/facility/backup/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/facilitycontract/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/facilitycontract/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/filimit/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/filimit/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/filimitcontract/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/filimitcontract/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/old_consumerloan_reports_tobedeleted/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/old_consumerloan_reports_tobedeleted/Bkp/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/old_consumerloan_reports_tobedeleted/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/smeloan/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/smeloan/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/sovereignlending/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/sovereignlending/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/sovereignlendingcontract/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/sovereignlendingcontract/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/utilization/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/utilization/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/utilizationcontract/
http://p-axecrdtapp01.skyebank.net:136/reports/Transaction/utilizationcontract/WF/
http://p-axecrdtapp01.skyebank.net:136/reports/WF/
",,5.3,,,Medium,,,,9/15/2009,4/27/2020,,,
40984,,5,Medium,172.24.100.21,tcp,180,Browsable Web Directories,Some directories on the remote web server are browsable.,"Multiple Nessus plugins identified directories on the web server
that are browsable.","Make sure that browsable directories do not leak confidential
information or give access to sensitive resources. Additionally, use
access restrictions or disable directory indexing for any that do.",http://www.nessus.org/u?0a35179e,"
The following directories are browsable :

http://p-axecrdtapp01.skyebank.net:180/
http://p-axecrdtapp01.skyebank.net:180/Metadata/
http://p-axecrdtapp01.skyebank.net:180/Metadata/deploymentTemplates/
http://p-axecrdtapp01.skyebank.net:180/Properties/
http://p-axecrdtapp01.skyebank.net:180/Properties/DataSources/
http://p-axecrdtapp01.skyebank.net:180/scripts/
",,5.3,,,Medium,,,,9/15/2009,4/27/2020,,,
42410,,,None,172.24.100.21,tcp,445,Microsoft Windows NTLMSSP Authentication Request Remote Network Name Disclosure,It is possible to obtain the network name of the remote host.,"The remote host listens on tcp port 445 and replies to SMB requests.

By sending an NTLMSSP authentication request it is possible to obtain
the name of the remote system and the name of its domain.",n/a,,"The following 2 NetBIOS names have been gathered :

 P-AXECRDTAPP01   = Computer name
 SKYEBANK         = Workgroup / Domain name
",,,,,None,,,,11/6/2009,11/22/2019,,,
42873,CVE-2016-2183,5,Medium,172.24.100.21,tcp,3389,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",,7.5,,,Medium,,,,11/23/2009,2/28/2019,,,
42981,,,None,172.24.100.21,tcp,3389,SSL Certificate Expiry - Future Expiry,"The SSL certificate associated with the remote service will expire
soon.","The SSL certificate associated with the remote service will expire
soon.","Purchase or generate a new SSL certificate in the near future to
replace the existing one.",,"
The SSL certificate will expire within 60 days, at
Jul  6 23:19:47 2021 GMT :

  Subject          : CN=P-AxeCrdtApp01.skyebank.net
  Issuer           : CN=P-AxeCrdtApp01.skyebank.net
  Not valid before : 5ff3a293
  Not valid after  : Jul  6 23:19:47 2021 GMT
",,,,,None,,,,12/2/2009,4/2/2012,,,
43111,,,None,172.24.100.21,tcp,80,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /

",,,,,None,,,,12/10/2009,3/19/2019,,,
43111,,,None,172.24.100.21,tcp,95,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /

",,,,,None,,,,12/10/2009,3/19/2019,,,
43111,,,None,172.24.100.21,tcp,109,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /

",,,,,None,,,,12/10/2009,3/19/2019,,,
43111,,,None,172.24.100.21,tcp,111,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /
    /Docs
    /Properties
    /Properties/DataSources
    /Service%20References
    /Service%20References/WFServiceReference
    /docs
    /logs

",,,,,None,,,,12/10/2009,3/19/2019,,,
43111,,,None,172.24.100.21,tcp,120,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /

",,,,,None,,,,12/10/2009,3/19/2019,,,
43111,,,None,172.24.100.21,tcp,136,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /
    /AxeConfig
    /AxeConfig/AppConfig
    /AxeConfig/AppConfig/08012020
    /AxeConfig/AppConfig/New%20Decrypted%20Files
    /AxeConfig/Custom%20Behaviour
    /AxeConfig/CustomBehavior
    /AxeConfig/CustomBehavior/AppConfig
    /AxeConfig/CustomBehavior/AppConfig/New%20Decrypted%20Files
    /AxeConfig/CustomRendering
    /AxeConfig/Decrypted%20files
    /AxeConfig/Decrypted%20files/AppConfig
    /AxeConfig/Decrypted%20files/CustomRendering
    /AxeConfig/Decrypted%20files/Decrypted%20files
    /AxeConfig/Decrypted%20files/Decrypted%20files/AppConfig
    /AxeConfig/Decrypted%20files/Gui_AxeConfig_Backup
    /AxeConfig/Decrypted%20files/Gui_AxeConfig_Backup/AxeConfig_Backup_30_03_2016%2011-46-13
    /reports

",,,,,None,,,,12/10/2009,3/19/2019,,,
43111,,,None,172.24.100.21,tcp,180,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /
    /Metadata
    /Metadata/deploymentTemplates
    /Properties
    /Properties/DataSources
    /scripts

",,,,,None,,,,12/10/2009,3/19/2019,,,
45590,,,None,172.24.100.21,tcp,0,Common Platform Enumeration (CPE),"It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.",n/a,"http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE : 

  cpe:/o:microsoft:windows_10

Following application CPE's matched on the remote system :

  cpe:/a:mcafee:epolicy_orchestrator_agent:5.5.1.342
  cpe:/a:microsoft:iis:10.0
",,,,,None,,,,4/21/2010,8/17/2020,,,
46180,,,None,172.24.100.21,tcp,0,Additional DNS Hostnames,Nessus has detected potential virtual hosts.,"Hostnames different from the current hostname have been collected by
miscellaneous plugins. Nessus has generated a list of hostnames that
point to the remote host. Note that these are only the alternate
hostnames for vhosts discovered on a web server.

Different web servers may be hosted on name-based virtual hosts.","If you want to test them, re-scan using the special vhost syntax,
such as :

www.example.com[192.0.32.10]",https://en.wikipedia.org/wiki/Virtual_hosting,"The following hostnames point to the remote host :
  - p-axecrdtapp01
",,,,,None,,,,4/29/2010,6/12/2020,,,
49704,,,None,172.24.100.21,tcp,80,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"
1 external URL was gathered on this web server : 
URL...                                  - Seen on...

http://go.microsoft.com/fwlink/?linkid=66138&clcid=0x409 - /

",,,,,None,,,,10/4/2010,8/19/2011,,,
49704,,,None,172.24.100.21,tcp,109,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"
3 external URLs were gathered on this web server : 
URL...                                  - Seen on...

http://p-axecrdtapp01.skyebank.net:109/File_Upload_CL.svc?disco - /File_Upload_CL.svc
http://p-axecrdtapp01.skyebank.net:109/File_Upload_CL.svc?singleWsdl - /File_Upload_CL.svc
http://p-axecrdtapp01.skyebank.net:109/File_Upload_CL.svc?wsdl - /File_Upload_CL.svc

",,,,,None,,,,10/4/2010,8/19/2011,,,
49704,,,None,172.24.100.21,tcp,111,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"
3 external URLs were gathered on this web server : 
URL...                                  - Seen on...

http://p-axecrdtapp01.skyebank.net:111/WACP.svc?disco - /WACP.svc
http://p-axecrdtapp01.skyebank.net:111/WACP.svc?singleWsdl - /WACP.svc
http://p-axecrdtapp01.skyebank.net:111/WACP.svc?wsdl - /WACP.svc

",,,,,None,,,,10/4/2010,8/19/2011,,,
49704,,,None,172.24.100.21,tcp,120,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"
6 external URLs were gathered on this web server : 
URL...                                  - Seen on...

http://p-axecrdtapp01.skyebank.net:120/DesignerService.svc?disco - /DesignerService.svc
http://p-axecrdtapp01.skyebank.net:120/DesignerService.svc?singleWsdl - /DesignerService.svc
http://p-axecrdtapp01.skyebank.net:120/DesignerService.svc?wsdl - /DesignerService.svc
http://p-axecrdtapp01.skyebank.net:120/RuntimeService.svc?disco - /RuntimeService.svc
http://p-axecrdtapp01.skyebank.net:120/RuntimeService.svc?singleWsdl - /RuntimeService.svc
http://p-axecrdtapp01.skyebank.net:120/RuntimeService.svc?wsdl - /RuntimeService.svc

",,,,,None,,,,10/4/2010,8/19/2011,,,
49704,,,None,172.24.100.21,tcp,136,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"
3 external URLs were gathered on this web server : 
URL...                                  - Seen on...

http://p-axecrdtapp01.skyebank.net:136/ACPWebServices.svc?disco - /ACPWebServices.svc
http://p-axecrdtapp01.skyebank.net:136/ACPWebServices.svc?singleWsdl - /ACPWebServices.svc
http://p-axecrdtapp01.skyebank.net:136/ACPWebServices.svc?wsdl - /ACPWebServices.svc

",,,,,None,,,,10/4/2010,8/19/2011,,,
49704,,,None,172.24.100.21,tcp,180,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"
3 external URLs were gathered on this web server : 
URL...                                  - Seen on...

http://p-axecrdtapp01.skyebank.net:180/ACPIntegrationAxis.svc?disco - /ACPIntegrationAxis.svc
http://p-axecrdtapp01.skyebank.net:180/ACPIntegrationAxis.svc?singleWsdl - /ACPIntegrationAxis.svc
http://p-axecrdtapp01.skyebank.net:180/ACPIntegrationAxis.svc?wsdl - /ACPIntegrationAxis.svc

",,,,,None,,,,10/4/2010,8/19/2011,,,
